frame.len,ip.proto,tcp.srcport,tcp.dstport,tcp.flags,tcp.flags.ack,tcp.flags.push,tcp.flags.syn,src,dst,label
74,6,44288,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
74,6,54918,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
74,6,54932,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
60,6,10599,8080,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,32166,8080,2,0,0,1,10.0.0.3,192.168.68.20,1
60,6,45516,443,2,0,0,1,10.0.0.20,192.168.68.20,1
142,6,44920,8000,24,1,1,0,10.0.0.8,192.168.68.20,1
60,6,19066,80,2,0,0,1,10.0.0.8,192.168.68.20,1
74,6,38050,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
198,17,0,0,0,0,0,0,10.0.0.4,192.168.68.20,1
74,6,33372,8000,2,0,0,1,10.0.0.4,192.168.68.20,1
74,6,38054,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
60,6,18212,80,2,0,0,1,10.0.0.9,192.168.68.20,1
367,17,0,0,0,0,0,0,10.0.0.5,192.168.68.20,1
60,6,7129,80,2,0,0,1,10.0.0.13,192.168.68.20,1
122,17,0,0,0,0,0,0,10.0.0.13,192.168.68.20,1
74,6,38416,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
74,6,50254,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
74,6,38424,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
60,6,38424,8000,16,1,0,0,10.0.0.13,192.168.68.20,1
74,6,60796,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
74,6,54936,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
74,6,52470,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
453,17,0,0,0,0,0,0,10.0.0.2,192.168.68.20,1
74,6,52480,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,17133,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
60,6,44920,8000,17,1,0,0,10.0.0.8,192.168.68.20,1
142,6,38424,8000,24,1,1,0,10.0.0.13,192.168.68.20,1
60,6,38424,8000,17,1,0,0,10.0.0.13,192.168.68.20,1
60,6,47246,443,2,0,0,1,10.0.0.5,192.168.68.20,1
74,6,53246,8000,2,0,0,1,10.0.0.5,192.168.68.20,1
74,6,38430,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
60,6,53246,8000,16,1,0,0,10.0.0.5,192.168.68.20,1
60,6,38430,8000,16,1,0,0,10.0.0.13,192.168.68.20,1
356,17,0,0,0,0,0,0,10.0.0.20,192.168.68.20,1
526,17,0,0,0,0,0,0,10.0.0.19,192.168.68.20,1
74,6,33902,8000,2,0,0,1,10.0.0.9,192.168.68.20,1
74,6,60810,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
257,17,0,0,0,0,0,0,10.0.0.17,192.168.68.20,1
74,6,60826,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
74,6,50266,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
133,17,0,0,0,0,0,0,10.0.0.9,192.168.68.20,1
74,6,33918,8000,2,0,0,1,10.0.0.9,192.168.68.20,1
142,6,53246,8000,24,1,1,0,10.0.0.5,192.168.68.20,1
74,6,44296,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
60,6,53246,8000,17,1,0,0,10.0.0.5,192.168.68.20,1
74,6,44928,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
74,6,44308,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
74,6,33930,8000,2,0,0,1,10.0.0.9,192.168.68.20,1
74,6,54938,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
74,6,33942,8000,2,0,0,1,10.0.0.9,192.168.68.20,1
74,6,54948,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
74,6,38056,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
74,6,38068,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
74,6,54958,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
74,6,54968,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
74,6,52494,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
142,6,38430,8000,24,1,1,0,10.0.0.13,192.168.68.20,1
60,6,56032,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
74,6,50282,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
74,6,60828,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
123,17,0,0,0,0,0,0,10.0.0.3,192.168.68.20,1
74,6,38076,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
60,6,61258,443,2,0,0,1,10.0.0.2,192.168.68.20,1
74,6,60840,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
60,6,38577,80,2,0,0,1,10.0.0.13,192.168.68.20,1
60,6,38430,8000,17,1,0,0,10.0.0.13,192.168.68.20,1
74,6,38432,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
290,17,0,0,0,0,0,0,10.0.0.2,192.168.68.20,1
74,6,38090,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
60,6,45769,443,2,0,0,1,10.0.0.12,192.168.68.20,1
74,6,33950,8000,2,0,0,1,10.0.0.9,192.168.68.20,1
539,17,0,0,0,0,0,0,10.0.0.12,192.168.68.20,1
74,6,44314,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
60,6,58799,80,2,0,0,1,10.0.0.8,192.168.68.20,1
259,17,0,0,0,0,0,0,10.0.0.8,192.168.68.20,1
74,6,38448,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
74,6,44328,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
74,6,52504,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
172,17,0,0,0,0,0,0,10.0.0.13,192.168.68.20,1
60,6,44328,8000,16,1,0,0,10.0.0.12,192.168.68.20,1
74,6,38104,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
60,6,52504,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
60,6,6531,8080,2,0,0,1,10.0.0.9,192.168.68.20,1
74,6,33386,8000,2,0,0,1,10.0.0.4,192.168.68.20,1
74,6,54972,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
60,6,40904,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
142,6,44328,8000,24,1,1,0,10.0.0.12,192.168.68.20,1
60,6,63311,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
222,17,0,0,0,0,0,0,10.0.0.19,192.168.68.20,1
74,6,50290,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
74,6,50296,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
74,6,60854,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
74,6,44938,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,14757,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
74,6,44940,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
153,17,0,0,0,0,0,0,10.0.0.3,192.168.68.20,1
60,6,39600,80,2,0,0,1,10.0.0.5,192.168.68.20,1
74,6,50312,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
74,6,38118,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
74,6,44944,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
74,6,38122,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
74,6,38138,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
74,6,53256,8000,2,0,0,1,10.0.0.5,192.168.68.20,1
240,17,0,0,0,0,0,0,10.0.0.5,192.168.68.20,1
74,6,38154,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
427,17,0,0,0,0,0,0,10.0.0.13,192.168.68.20,1
74,6,38452,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
142,6,52504,8000,24,1,1,0,10.0.0.2,192.168.68.20,1
60,6,52504,8000,17,1,0,0,10.0.0.2,192.168.68.20,1
74,6,52516,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
74,6,38466,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
74,6,33402,8000,2,0,0,1,10.0.0.4,192.168.68.20,1
74,6,52532,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
74,6,38168,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
74,6,38480,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
74,6,50318,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
74,6,38486,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
60,6,24126,8080,2,0,0,1,10.0.0.4,192.168.68.20,1
60,6,44328,8000,17,1,0,0,10.0.0.12,192.168.68.20,1
74,6,44952,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
74,6,44958,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
74,6,54974,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
233,17,0,0,0,0,0,0,10.0.0.5,192.168.68.20,1
74,6,38494,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
74,6,44332,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
74,6,50324,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
461,17,0,0,0,0,0,0,10.0.0.4,192.168.68.20,1
74,6,54982,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
74,6,33408,8000,2,0,0,1,10.0.0.4,192.168.68.20,1
74,6,52546,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
74,6,60856,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
74,6,33410,8000,2,0,0,1,10.0.0.4,192.168.68.20,1
74,6,54996,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
60,6,37911,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
60,6,30482,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
60,6,17102,80,2,0,0,1,10.0.0.5,192.168.68.20,1
74,6,38172,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
74,6,54998,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
60,6,54998,8000,16,1,0,0,10.0.0.19,192.168.68.20,1
60,6,9416,8080,2,0,0,1,10.0.0.13,192.168.68.20,1
60,6,51236,443,2,0,0,1,10.0.0.9,192.168.68.20,1
74,6,53266,8000,2,0,0,1,10.0.0.5,192.168.68.20,1
74,6,38174,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
132,17,0,0,0,0,0,0,10.0.0.19,192.168.68.20,1
74,6,38176,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
233,17,0,0,0,0,0,0,10.0.0.12,192.168.68.20,1
74,6,44340,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
60,6,33714,80,2,0,0,1,10.0.0.4,192.168.68.20,1
74,6,44352,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
375,17,0,0,0,0,0,0,10.0.0.5,192.168.68.20,1
336,17,0,0,0,0,0,0,10.0.0.4,192.168.68.20,1
310,17,0,0,0,0,0,0,10.0.0.9,192.168.68.20,1
60,6,56043,443,2,0,0,1,10.0.0.20,192.168.68.20,1
351,17,0,0,0,0,0,0,10.0.0.20,192.168.68.20,1
74,6,60858,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
74,6,60866,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
181,17,0,0,0,0,0,0,10.0.0.13,192.168.68.20,1
74,6,38510,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
142,6,54998,8000,24,1,1,0,10.0.0.19,192.168.68.20,1
60,6,54998,8000,17,1,0,0,10.0.0.19,192.168.68.20,1
74,6,55002,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
74,6,60876,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
74,6,44964,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
535,17,0,0,0,0,0,0,10.0.0.8,192.168.68.20,1
74,6,38522,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
74,6,33958,8000,2,0,0,1,10.0.0.9,192.168.68.20,1
74,6,53282,8000,2,0,0,1,10.0.0.5,192.168.68.20,1
74,6,38188,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
74,6,53288,8000,2,0,0,1,10.0.0.5,192.168.68.20,1
74,6,33972,8000,2,0,0,1,10.0.0.9,192.168.68.20,1
74,6,38198,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
74,6,38536,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
60,6,9734,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
74,6,53298,8000,2,0,0,1,10.0.0.5,192.168.68.20,1
74,6,38552,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
74,6,38566,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
74,6,53300,8000,2,0,0,1,10.0.0.5,192.168.68.20,1
74,6,52552,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
74,6,44360,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
60,6,52621,8080,2,0,0,1,10.0.0.19,192.168.68.20,1
74,6,50334,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
276,17,0,0,0,0,0,0,10.0.0.17,192.168.68.20,1
74,6,50346,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
541,17,0,0,0,0,0,0,10.0.0.2,192.168.68.20,1
60,6,40015,80,2,0,0,1,10.0.0.17,192.168.68.20,1
74,6,33974,8000,2,0,0,1,10.0.0.9,192.168.68.20,1
146,17,0,0,0,0,0,0,10.0.0.20,192.168.68.20,1
74,6,44966,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
74,6,50354,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
60,6,13460,80,2,0,0,1,10.0.0.8,192.168.68.20,1
338,17,0,0,0,0,0,0,10.0.0.3,192.168.68.20,1
74,6,60886,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
60,6,60883,443,2,0,0,1,10.0.0.13,192.168.68.20,1
74,6,60900,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
74,6,33426,8000,2,0,0,1,10.0.0.4,192.168.68.20,1
74,6,44974,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,8949,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
74,6,44368,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
60,6,34645,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
74,6,33990,8000,2,0,0,1,10.0.0.9,192.168.68.20,1
212,17,0,0,0,0,0,0,10.0.0.5,192.168.68.20,1
74,6,50362,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
74,6,60916,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
74,6,52554,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,26718,443,2,0,0,1,10.0.0.5,192.168.68.20,1
74,6,52560,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
156,17,0,0,0,0,0,0,10.0.0.8,192.168.68.20,1
74,6,44986,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
74,6,44994,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
74,6,52572,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
468,17,0,0,0,0,0,0,10.0.0.9,192.168.68.20,1
60,6,63345,8000,2,0,0,1,10.0.0.9,192.168.68.20,1
60,6,2202,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
60,6,2202,8000,4,0,0,0,10.0.0.3,192.168.68.20,1
74,6,44370,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
74,6,45956,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,45956,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,45962,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,45962,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,45972,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,45972,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,45374,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,45374,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,45390,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,45390,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,45394,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,45394,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,45082,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,45082,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,45086,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,45086,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,45094,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,45094,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,45104,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,45104,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,47366,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,47366,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,47370,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,47376,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,47376,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,58810,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,58810,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,58816,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,58816,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,58832,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,58832,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,40826,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,40826,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,40842,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,40842,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,40856,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,40856,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,40872,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,40872,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,53796,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,53796,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,53810,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,53810,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,53814,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,53814,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,54786,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,54786,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,54790,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,54790,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,54798,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,54798,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,47472,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,47472,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,47482,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,47482,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,47498,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,47506,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,47506,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,38564,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,38564,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,38566,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,38566,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,38572,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,38572,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,41410,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,41410,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,41426,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,41426,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,41430,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,41430,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,39894,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,39894,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,39902,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,39902,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,39912,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,39912,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,39924,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
74,6,39924,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
98,1,0,0,0,0,0,0,10.0.0.1,192.168.68.20,0
98,1,0,0,0,0,0,0,10.0.0.1,192.168.68.20,0
74,6,51234,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
60,6,51234,8000,16,1,0,0,192.168.68.10,192.168.68.20,1
213,6,51234,8000,24,1,1,0,192.168.68.10,192.168.68.20,1
60,6,51234,8000,16,1,0,0,192.168.68.10,192.168.68.20,1
60,6,51234,8000,16,1,0,0,192.168.68.10,192.168.68.20,1
60,6,51234,8000,17,1,0,0,192.168.68.10,192.168.68.20,1
74,6,51236,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
60,6,51236,8000,16,1,0,0,192.168.68.10,192.168.68.20,1
213,6,51236,8000,24,1,1,0,192.168.68.10,192.168.68.20,1
60,6,51236,8000,16,1,0,0,192.168.68.10,192.168.68.20,1
60,6,51236,8000,16,1,0,0,192.168.68.10,192.168.68.20,1
60,6,51236,8000,17,1,0,0,192.168.68.10,192.168.68.20,1
74,6,51246,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
60,6,51246,8000,16,1,0,0,192.168.68.10,192.168.68.20,1
213,6,51246,8000,24,1,1,0,192.168.68.10,192.168.68.20,1
60,6,51246,8000,16,1,0,0,192.168.68.10,192.168.68.20,1
60,6,51246,8000,16,1,0,0,192.168.68.10,192.168.68.20,1
60,6,51246,8000,17,1,0,0,192.168.68.10,192.168.68.20,1
74,6,51254,8000,2,0,0,1,192.168.68.10,192.168.68.20,1
60,6,51254,8000,16,1,0,0,192.168.68.10,192.168.68.20,1
213,6,51254,8000,24,1,1,0,192.168.68.10,192.168.68.20,1
60,6,51254,8000,16,1,0,0,192.168.68.10,192.168.68.20,1
60,6,51254,8000,16,1,0,0,192.168.68.10,192.168.68.20,1
60,6,51254,8000,17,1,0,0,192.168.68.10,192.168.68.20,1
98,1,0,0,0,0,0,0,10.0.0.1,192.168.68.20,0
98,1,0,0,0,0,0,0,10.0.0.1,192.168.68.20,0
98,1,0,0,0,0,0,0,10.0.0.1,192.168.68.20,0
98,1,0,0,0,0,0,0,10.0.0.1,192.168.68.20,0
98,1,0,0,0,0,0,0,10.0.0.1,192.168.68.20,0
98,1,0,0,0,0,0,0,10.0.0.1,192.168.68.20,0
98,1,0,0,0,0,0,0,10.0.0.1,192.168.68.20,0
98,1,0,0,0,0,0,0,10.0.0.1,192.168.68.20,1
98,1,0,0,0,0,0,0,10.0.0.1,192.168.68.20,1
98,1,0,0,0,0,0,0,10.0.0.1,192.168.68.20,1
98,1,0,0,0,0,0,0,10.0.0.1,192.168.68.20,1
74,6,41458,8000,2,0,0,1,10.0.0.1,192.168.68.20,1
60,6,41458,8000,16,1,0,0,10.0.0.1,192.168.68.20,1
213,6,41458,8000,24,1,1,0,10.0.0.1,192.168.68.20,1
60,6,41458,8000,16,1,0,0,10.0.0.1,192.168.68.20,1
60,6,41458,8000,16,1,0,0,10.0.0.1,192.168.68.20,1
60,6,41458,8000,17,1,0,0,10.0.0.1,192.168.68.20,1
74,6,45264,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,45264,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
74,6,33530,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,33530,8000,16,1,0,0,10.0.0.8,192.168.68.20,1
142,6,45264,8000,24,1,1,0,10.0.0.2,192.168.68.20,1
60,6,45264,8000,17,1,0,0,10.0.0.2,192.168.68.20,1
74,6,45272,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,45272,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
142,6,33530,8000,24,1,1,0,10.0.0.8,192.168.68.20,1
60,6,33530,8000,17,1,0,0,10.0.0.8,192.168.68.20,1
60,6,45264,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45264,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45264,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
142,6,45272,8000,24,1,1,0,10.0.0.2,192.168.68.20,1
60,6,45272,8000,17,1,0,0,10.0.0.2,192.168.68.20,1
74,6,45288,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,45288,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
142,6,45288,8000,24,1,1,0,10.0.0.2,192.168.68.20,1
60,6,45288,8000,17,1,0,0,10.0.0.2,192.168.68.20,1
74,6,45294,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,45272,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45272,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45272,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45294,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
60,6,45288,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45288,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45288,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
142,6,45294,8000,24,1,1,0,10.0.0.2,192.168.68.20,1
60,6,45294,8000,17,1,0,0,10.0.0.2,192.168.68.20,1
74,6,45310,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,45310,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
60,6,45294,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45294,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45294,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,33530,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
74,6,33540,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,33540,8000,16,1,0,0,10.0.0.8,192.168.68.20,1
60,6,32671,8080,2,0,0,1,10.0.0.2,192.168.68.20,1
142,6,45310,8000,24,1,1,0,10.0.0.2,192.168.68.20,1
142,6,33540,8000,24,1,1,0,10.0.0.8,192.168.68.20,1
60,6,33540,8000,17,1,0,0,10.0.0.8,192.168.68.20,1
74,6,33548,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,33548,8000,16,1,0,0,10.0.0.8,192.168.68.20,1
60,6,45310,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
60,6,45310,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
60,6,45310,8000,20,1,0,0,10.0.0.2,192.168.68.20,1
60,6,33540,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33540,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33540,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,55333,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,55333,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
142,6,33548,8000,24,1,1,0,10.0.0.8,192.168.68.20,1
60,6,33548,8000,17,1,0,0,10.0.0.8,192.168.68.20,1
