frame.len,ip.proto,tcp.srcport,tcp.dstport,tcp.flags,tcp.flags.ack,tcp.flags.push,tcp.flags.syn,src,dst,label
142,6,50808,8000,24,1,1,0,10.0.0.10,192.168.68.20,1
60,6,50808,8000,17,1,0,0,10.0.0.10,192.168.68.20,1
74,6,50820,8000,2,0,0,1,10.0.0.10,192.168.68.20,1
60,6,50820,8000,16,1,0,0,10.0.0.10,192.168.68.20,1
142,6,50820,8000,24,1,1,0,10.0.0.10,192.168.68.20,1
60,6,50820,8000,17,1,0,0,10.0.0.10,192.168.68.20,1
74,6,50836,8000,2,0,0,1,10.0.0.10,192.168.68.20,1
142,6,54676,8000,24,1,1,0,10.0.0.16,192.168.68.20,1
60,6,54676,8000,17,1,0,0,10.0.0.16,192.168.68.20,1
60,6,50820,8000,17,1,0,0,10.0.0.10,192.168.68.20,1
142,6,33052,8000,24,1,1,0,10.0.0.7,192.168.68.20,1
60,6,33052,8000,17,1,0,0,10.0.0.7,192.168.68.20,1
60,6,50836,8000,16,1,0,0,10.0.0.10,192.168.68.20,1
142,6,50836,8000,24,1,1,0,10.0.0.10,192.168.68.20,1
60,6,50836,8000,17,1,0,0,10.0.0.10,192.168.68.20,1
74,6,54688,8000,2,0,0,1,10.0.0.16,192.168.68.20,1
60,6,54688,8000,16,1,0,0,10.0.0.16,192.168.68.20,1
74,6,50852,8000,2,0,0,1,10.0.0.10,192.168.68.20,1
60,6,50852,8000,16,1,0,0,10.0.0.10,192.168.68.20,1
142,6,54688,8000,24,1,1,0,10.0.0.16,192.168.68.20,1
60,6,54688,8000,17,1,0,0,10.0.0.16,192.168.68.20,1
142,6,50852,8000,24,1,1,0,10.0.0.10,192.168.68.20,1
60,6,50852,8000,17,1,0,0,10.0.0.10,192.168.68.20,1
74,6,33062,8000,2,0,0,1,10.0.0.7,192.168.68.20,1
60,6,33062,8000,16,1,0,0,10.0.0.7,192.168.68.20,1
60,6,41764,8000,17,1,0,0,10.0.0.15,192.168.68.20,1
142,6,33062,8000,24,1,1,0,10.0.0.7,192.168.68.20,1
60,6,33062,8000,17,1,0,0,10.0.0.7,192.168.68.20,1
60,6,41872,8000,2,0,0,1,10.0.0.16,192.168.68.20,1
60,6,41872,8000,4,0,0,0,10.0.0.16,192.168.68.20,1
74,6,42284,8000,2,0,0,1,10.0.0.11,192.168.68.20,1
60,6,42284,8000,16,1,0,0,10.0.0.11,192.168.68.20,1
489,17,0,0,0,0,0,0,10.0.0.16,192.168.68.20,1
74,6,54696,8000,2,0,0,1,10.0.0.16,192.168.68.20,1
60,6,37623,8000,2,0,0,1,10.0.0.15,192.168.68.20,1
60,6,54696,8000,16,1,0,0,10.0.0.16,192.168.68.20,1
60,6,37623,8000,4,0,0,0,10.0.0.15,192.168.68.20,1
74,6,41768,8000,2,0,0,1,10.0.0.15,192.168.68.20,1
60,6,41768,8000,16,1,0,0,10.0.0.15,192.168.68.20,1
74,6,33078,8000,2,0,0,1,10.0.0.7,192.168.68.20,1
142,6,54696,8000,24,1,1,0,10.0.0.16,192.168.68.20,1
60,6,54696,8000,17,1,0,0,10.0.0.16,192.168.68.20,1
74,6,54702,8000,2,0,0,1,10.0.0.16,192.168.68.20,1
60,6,33078,8000,16,1,0,0,10.0.0.7,192.168.68.20,1
60,6,54702,8000,16,1,0,0,10.0.0.16,192.168.68.20,1
142,6,54702,8000,24,1,1,0,10.0.0.16,192.168.68.20,1
60,6,54702,8000,17,1,0,0,10.0.0.16,192.168.68.20,1
74,6,54706,8000,2,0,0,1,10.0.0.16,192.168.68.20,1
60,6,54706,8000,16,1,0,0,10.0.0.16,192.168.68.20,1
142,6,54706,8000,24,1,1,0,10.0.0.16,192.168.68.20,1
60,6,54706,8000,17,1,0,0,10.0.0.16,192.168.68.20,1
142,6,41768,8000,24,1,1,0,10.0.0.15,192.168.68.20,1
60,6,41768,8000,17,1,0,0,10.0.0.15,192.168.68.20,1
393,17,0,0,0,0,0,0,10.0.0.15,192.168.68.20,1
74,6,41778,8000,2,0,0,1,10.0.0.15,192.168.68.20,1
60,6,41778,8000,16,1,0,0,10.0.0.15,192.168.68.20,1
142,6,33078,8000,24,1,1,0,10.0.0.7,192.168.68.20,1
60,6,33078,8000,17,1,0,0,10.0.0.7,192.168.68.20,1
74,6,33082,8000,2,0,0,1,10.0.0.7,192.168.68.20,1
60,6,33082,8000,16,1,0,0,10.0.0.7,192.168.68.20,1
142,6,41778,8000,24,1,1,0,10.0.0.15,192.168.68.20,1
74,6,50856,8000,2,0,0,1,10.0.0.10,192.168.68.20,1
60,6,50856,8000,16,1,0,0,10.0.0.10,192.168.68.20,1
60,6,60247,8080,2,0,0,1,10.0.0.10,192.168.68.20,1
142,6,50856,8000,24,1,1,0,10.0.0.10,192.168.68.20,1
241,17,0,0,0,0,0,0,10.0.0.10,192.168.68.20,1
74,6,40762,8000,2,0,0,1,10.0.0.14,192.168.68.20,1
60,6,40762,8000,16,1,0,0,10.0.0.14,192.168.68.20,1
142,6,42284,8000,24,1,1,0,10.0.0.11,192.168.68.20,1
60,6,42284,8000,17,1,0,0,10.0.0.11,192.168.68.20,1
74,6,42298,8000,2,0,0,1,10.0.0.11,192.168.68.20,1
60,6,42298,8000,16,1,0,0,10.0.0.11,192.168.68.20,1
60,6,50856,8000,17,1,0,0,10.0.0.10,192.168.68.20,1
74,6,34572,8000,2,0,0,1,10.0.0.6,192.168.68.20,1
142,6,33082,8000,24,1,1,0,10.0.0.7,192.168.68.20,1
60,6,33082,8000,17,1,0,0,10.0.0.7,192.168.68.20,1
60,6,34572,8000,16,1,0,0,10.0.0.6,192.168.68.20,1
142,6,40762,8000,24,1,1,0,10.0.0.14,192.168.68.20,1
60,6,40762,8000,17,1,0,0,10.0.0.14,192.168.68.20,1
74,6,40776,8000,2,0,0,1,10.0.0.14,192.168.68.20,1
142,6,42298,8000,24,1,1,0,10.0.0.11,192.168.68.20,1
60,6,42298,8000,17,1,0,0,10.0.0.11,192.168.68.20,1
74,6,42302,8000,2,0,0,1,10.0.0.11,192.168.68.20,1
60,6,40776,8000,16,1,0,0,10.0.0.14,192.168.68.20,1
60,6,42302,8000,16,1,0,0,10.0.0.11,192.168.68.20,1
60,6,5603,8000,2,0,0,1,10.0.0.16,192.168.68.20,1
60,6,5603,8000,4,0,0,0,10.0.0.16,192.168.68.20,1
74,6,54716,8000,2,0,0,1,10.0.0.16,192.168.68.20,1
142,6,34572,8000,24,1,1,0,10.0.0.6,192.168.68.20,1
60,6,34572,8000,17,1,0,0,10.0.0.6,192.168.68.20,1
60,6,54716,8000,16,1,0,0,10.0.0.16,192.168.68.20,1
60,6,57404,8000,2,0,0,1,10.0.0.7,192.168.68.20,1
142,6,54716,8000,24,1,1,0,10.0.0.16,192.168.68.20,1
60,6,57404,8000,4,0,0,0,10.0.0.7,192.168.68.20,1
60,6,41778,8000,17,1,0,0,10.0.0.15,192.168.68.20,1
169,17,0,0,0,0,0,0,10.0.0.7,192.168.68.20,1
74,6,59006,8000,2,0,0,1,10.0.0.18,192.168.68.20,1
60,6,59006,8000,16,1,0,0,10.0.0.18,192.168.68.20,1
74,6,41780,8000,2,0,0,1,10.0.0.15,192.168.68.20,1
142,6,59006,8000,24,1,1,0,10.0.0.18,192.168.68.20,1
60,6,59006,8000,17,1,0,0,10.0.0.18,192.168.68.20,1
74,6,59018,8000,2,0,0,1,10.0.0.18,192.168.68.20,1
60,6,59006,8000,17,1,0,0,10.0.0.18,192.168.68.20,1
60,6,41780,8000,16,1,0,0,10.0.0.15,192.168.68.20,1
60,6,59018,8000,16,1,0,0,10.0.0.18,192.168.68.20,1
74,6,34588,8000,2,0,0,1,10.0.0.6,192.168.68.20,1
74,6,50864,8000,2,0,0,1,10.0.0.10,192.168.68.20,1
60,6,34588,8000,16,1,0,0,10.0.0.6,192.168.68.20,1
60,6,50864,8000,16,1,0,0,10.0.0.10,192.168.68.20,1
142,6,34588,8000,24,1,1,0,10.0.0.6,192.168.68.20,1
465,17,0,0,0,0,0,0,10.0.0.16,192.168.68.20,1
60,6,34588,8000,17,1,0,0,10.0.0.6,192.168.68.20,1
74,6,34596,8000,2,0,0,1,10.0.0.6,192.168.68.20,1
60,6,34596,8000,16,1,0,0,10.0.0.6,192.168.68.20,1
142,6,41780,8000,24,1,1,0,10.0.0.15,192.168.68.20,1
60,6,41780,8000,17,1,0,0,10.0.0.15,192.168.68.20,1
74,6,41796,8000,2,0,0,1,10.0.0.15,192.168.68.20,1
60,6,41796,8000,16,1,0,0,10.0.0.15,192.168.68.20,1
60,6,60108,8080,2,0,0,1,10.0.0.10,192.168.68.20,1
142,6,41796,8000,24,1,1,0,10.0.0.15,192.168.68.20,1
60,6,41796,8000,17,1,0,0,10.0.0.15,192.168.68.20,1
74,6,41804,8000,2,0,0,1,10.0.0.15,192.168.68.20,1
74,6,33088,8000,2,0,0,1,10.0.0.7,192.168.68.20,1
142,6,59018,8000,24,1,1,0,10.0.0.18,192.168.68.20,1
60,6,59018,8000,17,1,0,0,10.0.0.18,192.168.68.20,1
74,6,59034,8000,2,0,0,1,10.0.0.18,192.168.68.20,1
60,6,41804,8000,16,1,0,0,10.0.0.15,192.168.68.20,1
60,6,33088,8000,16,1,0,0,10.0.0.7,192.168.68.20,1
60,6,59034,8000,16,1,0,0,10.0.0.18,192.168.68.20,1
142,6,33088,8000,24,1,1,0,10.0.0.7,192.168.68.20,1
60,6,33088,8000,17,1,0,0,10.0.0.7,192.168.68.20,1
74,6,33102,8000,2,0,0,1,10.0.0.7,192.168.68.20,1
142,6,41804,8000,24,1,1,0,10.0.0.15,192.168.68.20,1
60,6,41804,8000,17,1,0,0,10.0.0.15,192.168.68.20,1
142,6,59034,8000,24,1,1,0,10.0.0.18,192.168.68.20,1
60,6,59034,8000,17,1,0,0,10.0.0.18,192.168.68.20,1
74,6,59038,8000,2,0,0,1,10.0.0.18,192.168.68.20,1
60,6,59038,8000,16,1,0,0,10.0.0.18,192.168.68.20,1
60,6,11328,8080,2,0,0,1,10.0.0.15,192.168.68.20,1
142,6,59038,8000,24,1,1,0,10.0.0.18,192.168.68.20,1
60,6,59038,8000,17,1,0,0,10.0.0.18,192.168.68.20,1
74,6,59042,8000,2,0,0,1,10.0.0.18,192.168.68.20,1
74,6,33118,8000,2,0,0,1,10.0.0.7,192.168.68.20,1
60,6,59042,8000,16,1,0,0,10.0.0.18,192.168.68.20,1
60,6,33118,8000,16,1,0,0,10.0.0.7,192.168.68.20,1
60,6,38048,80,2,0,0,1,10.0.0.7,192.168.68.20,1
113,17,0,0,0,0,0,0,10.0.0.15,192.168.68.20,1
142,6,40776,8000,24,1,1,0,10.0.0.14,192.168.68.20,1
60,6,40776,8000,17,1,0,0,10.0.0.14,192.168.68.20,1
74,6,40778,8000,2,0,0,1,10.0.0.14,192.168.68.20,1
60,6,40778,8000,16,1,0,0,10.0.0.14,192.168.68.20,1
142,6,40778,8000,24,1,1,0,10.0.0.14,192.168.68.20,1
142,6,34596,8000,24,1,1,0,10.0.0.6,192.168.68.20,1
552,17,0,0,0,0,0,0,10.0.0.6,192.168.68.20,1
60,6,39288,8000,2,0,0,1,10.0.0.6,192.168.68.20,1
142,6,33118,8000,24,1,1,0,10.0.0.7,192.168.68.20,1
60,6,33118,8000,17,1,0,0,10.0.0.7,192.168.68.20,1
60,6,39288,8000,4,0,0,0,10.0.0.6,192.168.68.20,1
406,17,0,0,0,0,0,0,10.0.0.7,192.168.68.20,1
60,6,40778,8000,17,1,0,0,10.0.0.14,192.168.68.20,1
74,6,39532,8000,2,0,0,1,10.0.0.1,192.168.68.20,1
60,6,39532,8000,16,1,0,0,10.0.0.1,192.168.68.20,1
142,6,50864,8000,24,1,1,0,10.0.0.10,192.168.68.20,1
74,6,33770,8000,2,0,0,1,10.0.0.9,192.168.68.20,1
60,6,38894,8000,2,0,0,1,10.0.0.5,192.168.68.20,1
74,6,44794,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
74,6,33776,8000,2,0,0,1,10.0.0.9,192.168.68.20,1
74,6,53116,8000,2,0,0,1,10.0.0.5,192.168.68.20,1
74,6,44796,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
142,6,52372,8000,24,1,1,0,10.0.0.2,192.168.68.20,1
60,6,52372,8000,17,1,0,0,10.0.0.2,192.168.68.20,1
74,6,33792,8000,2,0,0,1,10.0.0.9,192.168.68.20,1
74,6,52384,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
74,6,44806,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
74,6,54694,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
290,17,0,0,0,0,0,0,10.0.0.19,192.168.68.20,1
74,6,54708,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
482,17,0,0,0,0,0,0,10.0.0.5,192.168.68.20,1
74,6,54722,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
74,6,54730,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
74,6,60672,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
532,17,0,0,0,0,0,0,10.0.0.17,192.168.68.20,1
74,6,50188,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
60,6,38212,443,2,0,0,1,10.0.0.20,192.168.68.20,1
74,6,50196,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
74,6,60686,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
74,6,44186,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
375,17,0,0,0,0,0,0,10.0.0.12,192.168.68.20,1
74,6,50198,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
74,6,54740,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
521,17,0,0,0,0,0,0,10.0.0.2,192.168.68.20,1
74,6,37910,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
60,6,37910,8000,16,1,0,0,10.0.0.3,192.168.68.20,1
149,17,0,0,0,0,0,0,10.0.0.9,192.168.68.20,1
74,6,44810,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
344,17,0,0,0,0,0,0,10.0.0.13,192.168.68.20,1
60,6,34958,443,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,35776,443,2,0,0,1,10.0.0.13,192.168.68.20,1
553,17,0,0,0,0,0,0,10.0.0.8,192.168.68.20,1
74,6,60700,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
60,6,43906,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
74,6,44820,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
74,6,33798,8000,2,0,0,1,10.0.0.9,192.168.68.20,1
60,6,42243,443,2,0,0,1,10.0.0.9,192.168.68.20,1
74,6,33806,8000,2,0,0,1,10.0.0.9,192.168.68.20,1
74,6,52388,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,57389,443,2,0,0,1,10.0.0.2,192.168.68.20,1
74,6,33252,8000,2,0,0,1,10.0.0.4,192.168.68.20,1
371,17,0,0,0,0,0,0,10.0.0.4,192.168.68.20,1
74,6,33266,8000,2,0,0,1,10.0.0.4,192.168.68.20,1
74,6,33268,8000,2,0,0,1,10.0.0.4,192.168.68.20,1
490,17,0,0,0,0,0,0,10.0.0.17,192.168.68.20,1
74,6,50206,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
74,6,33282,8000,2,0,0,1,10.0.0.4,192.168.68.20,1
74,6,33290,8000,2,0,0,1,10.0.0.4,192.168.68.20,1
74,6,52390,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
74,6,38282,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
74,6,33822,8000,2,0,0,1,10.0.0.9,192.168.68.20,1
529,17,0,0,0,0,0,0,10.0.0.19,192.168.68.20,1
74,6,38288,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
74,6,38300,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
74,6,33828,8000,2,0,0,1,10.0.0.9,192.168.68.20,1
60,6,55663,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
142,6,37910,8000,24,1,1,0,10.0.0.3,192.168.68.20,1
60,6,37910,8000,17,1,0,0,10.0.0.3,192.168.68.20,1
74,6,37918,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
74,6,33844,8000,2,0,0,1,10.0.0.9,192.168.68.20,1
74,6,38302,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
74,6,53122,8000,2,0,0,1,10.0.0.5,192.168.68.20,1
74,6,50210,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
74,6,37934,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
60,6,37934,8000,16,1,0,0,10.0.0.3,192.168.68.20,1
60,6,62373,8000,2,0,0,1,10.0.0.4,192.168.68.20,1
440,17,0,0,0,0,0,0,10.0.0.3,192.168.68.20,1
142,6,37934,8000,24,1,1,0,10.0.0.3,192.168.68.20,1
60,6,37934,8000,17,1,0,0,10.0.0.3,192.168.68.20,1
74,6,37948,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
74,6,38318,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
60,6,37934,8000,17,1,0,0,10.0.0.3,192.168.68.20,1
74,6,44190,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
74,6,37960,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
74,6,44206,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
74,6,60708,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
553,17,0,0,0,0,0,0,10.0.0.20,192.168.68.20,1
74,6,54756,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
60,6,53007,8080,2,0,0,1,10.0.0.19,192.168.68.20,1
74,6,54766,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
115,17,0,0,0,0,0,0,10.0.0.4,192.168.68.20,1
60,6,31984,80,2,0,0,1,10.0.0.13,192.168.68.20,1
74,6,44208,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
74,6,54780,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
74,6,50216,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
74,6,50224,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
74,6,54784,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
170,17,0,0,0,0,0,0,10.0.0.8,192.168.68.20,1
406,17,0,0,0,0,0,0,10.0.0.13,192.168.68.20,1
74,6,54800,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
74,6,33858,8000,2,0,0,1,10.0.0.9,192.168.68.20,1
60,6,1922,8080,2,0,0,1,10.0.0.9,192.168.68.20,1
74,6,50226,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
60,6,42332,80,2,0,0,1,10.0.0.17,192.168.68.20,1
350,17,0,0,0,0,0,0,10.0.0.12,192.168.68.20,1
74,6,44224,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
74,6,33296,8000,2,0,0,1,10.0.0.4,192.168.68.20,1
60,6,32288,8000,2,0,0,1,10.0.0.4,192.168.68.20,1
74,6,33302,8000,2,0,0,1,10.0.0.4,192.168.68.20,1
74,6,33304,8000,2,0,0,1,10.0.0.4,192.168.68.20,1
74,6,44240,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
60,6,48049,8000,2,0,0,1,10.0.0.5,192.168.68.20,1
74,6,53132,8000,2,0,0,1,10.0.0.5,192.168.68.20,1
74,6,53148,8000,2,0,0,1,10.0.0.5,192.168.68.20,1
380,17,0,0,0,0,0,0,10.0.0.2,192.168.68.20,1
74,6,52402,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
74,6,38332,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
74,6,60722,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
60,6,14623,80,2,0,0,1,10.0.0.8,192.168.68.20,1
74,6,44824,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
74,6,53158,8000,2,0,0,1,10.0.0.5,192.168.68.20,1
74,6,44836,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
74,6,44838,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,40200,80,2,0,0,1,10.0.0.20,192.168.68.20,1
74,6,33868,8000,2,0,0,1,10.0.0.9,192.168.68.20,1
60,6,16607,443,2,0,0,1,10.0.0.3,192.168.68.20,1
109,17,0,0,0,0,0,0,10.0.0.3,192.168.68.20,1
510,17,0,0,0,0,0,0,10.0.0.9,192.168.68.20,1
74,6,44844,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
74,6,37972,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
74,6,44846,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
74,6,53162,8000,2,0,0,1,10.0.0.5,192.168.68.20,1
74,6,52406,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
142,17,0,0,0,0,0,0,10.0.0.4,192.168.68.20,1
74,6,37984,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
60,6,42249,80,2,0,0,1,10.0.0.19,192.168.68.20,1
74,6,54804,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
74,6,33314,8000,2,0,0,1,10.0.0.4,192.168.68.20,1
74,6,54810,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
74,6,54814,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
74,6,33320,8000,2,0,0,1,10.0.0.4,192.168.68.20,1
232,17,0,0,0,0,0,0,10.0.0.19,192.168.68.20,1
74,6,54826,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
74,6,54830,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
74,6,60736,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
60,6,4131,80,2,0,0,1,10.0.0.12,192.168.68.20,1
60,6,8451,8080,2,0,0,1,10.0.0.8,192.168.68.20,1
74,6,44852,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
74,6,60752,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
74,6,33874,8000,2,0,0,1,10.0.0.9,192.168.68.20,1
74,6,37992,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
74,6,44254,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
441,17,0,0,0,0,0,0,10.0.0.8,192.168.68.20,1
74,6,38004,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
74,6,44854,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
74,6,44868,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
74,6,44880,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
537,17,0,0,0,0,0,0,10.0.0.9,192.168.68.20,1
74,6,44884,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
74,6,50236,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
74,6,33878,8000,2,0,0,1,10.0.0.9,192.168.68.20,1
74,6,38336,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
74,6,38352,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
74,6,38356,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
74,6,38370,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
74,6,53172,8000,2,0,0,1,10.0.0.5,192.168.68.20,1
74,6,52422,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
74,6,53180,8000,2,0,0,1,10.0.0.5,192.168.68.20,1
354,17,0,0,0,0,0,0,10.0.0.5,192.168.68.20,1
74,6,33886,8000,2,0,0,1,10.0.0.9,192.168.68.20,1
74,6,52438,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,19988,443,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,6706,8000,2,0,0,1,10.0.0.5,192.168.68.20,1
74,6,52446,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
74,6,44260,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
397,17,0,0,0,0,0,0,10.0.0.17,192.168.68.20,1
60,6,39648,443,2,0,0,1,10.0.0.17,192.168.68.20,1
543,17,0,0,0,0,0,0,10.0.0.12,192.168.68.20,1
374,17,0,0,0,0,0,0,10.0.0.8,192.168.68.20,1
60,6,17317,443,2,0,0,1,10.0.0.8,192.168.68.20,1
74,6,54832,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
60,6,17447,443,2,0,0,1,10.0.0.19,192.168.68.20,1
74,6,54848,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
60,6,54848,8000,16,1,0,0,10.0.0.19,192.168.68.20,1
142,6,54848,8000,24,1,1,0,10.0.0.19,192.168.68.20,1
60,6,54848,8000,17,1,0,0,10.0.0.19,192.168.68.20,1
74,6,53184,8000,2,0,0,1,10.0.0.5,192.168.68.20,1
74,6,54860,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
74,6,53186,8000,2,0,0,1,10.0.0.5,192.168.68.20,1
74,6,54872,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
74,6,53194,8000,2,0,0,1,10.0.0.5,192.168.68.20,1
74,6,54882,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
74,6,38372,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
60,6,60366,8080,2,0,0,1,10.0.0.13,192.168.68.20,1
74,6,38374,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
74,6,38390,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
74,6,60762,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
286,17,0,0,0,0,0,0,10.0.0.20,192.168.68.20,1
60,6,12371,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
74,6,33326,8000,2,0,0,1,10.0.0.4,192.168.68.20,1
74,6,38018,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
74,6,44890,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
74,6,44274,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
74,6,44284,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
60,6,48935,8080,2,0,0,1,10.0.0.12,192.168.68.20,1
74,6,44906,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
74,6,38400,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
74,6,38410,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
74,6,52460,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
74,6,33340,8000,2,0,0,1,10.0.0.4,192.168.68.20,1
60,6,3859,8000,2,0,0,1,10.0.0.4,192.168.68.20,1
518,17,0,0,0,0,0,0,10.0.0.2,192.168.68.20,1
74,6,33356,8000,2,0,0,1,10.0.0.4,192.168.68.20,1
74,6,44908,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
229,17,0,0,0,0,0,0,10.0.0.3,192.168.68.20,1
74,6,44920,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,44920,8000,16,1,0,0,10.0.0.8,192.168.68.20,1
374,17,0,0,0,0,0,0,10.0.0.19,192.168.68.20,1
74,6,60776,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
74,6,52466,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
74,6,60788,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
74,6,53210,8000,2,0,0,1,10.0.0.5,192.168.68.20,1
74,6,53226,8000,2,0,0,1,10.0.0.5,192.168.68.20,1
74,6,38022,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
74,6,38030,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
74,6,53230,8000,2,0,0,1,10.0.0.5,192.168.68.20,1
74,6,54898,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
74,6,38044,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
74,6,50248,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
74,6,33366,8000,2,0,0,1,10.0.0.4,192.168.68.20,1
74,6,54902,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
372,17,0,0,0,0,0,0,10.0.0.12,192.168.68.20,1
